message,reaction
leaving ends of cobweb all over my nice clean house !,anger
i am sure i can see the marks of little dirty feet .,anger
"suddenly round a corner she met babbitty bumble "" zizz bizz bizzz ! "" said the bumble bee .",joy
mrs . tittlemouse looked at her severely .,anger
she wished that she had a broom .,sadness
why do you always come in at a window and say zizz bizz bizzz ?,anger
mrs . tittle mouse began to get cross .,anger
"zizz wizz wizzz ! "" replied babbitty bumble in a peevish squeak .",anger
"i am not in the habit of letting lodgings; this is an intrusion ! "" said mrs . tittlemouse .",anger
"i will have them turned out "" "" buzz !",anger
he was sitting all over a small rocking chair twiddling his thumbs and smiling with his feet on the fender .,joy
deary me you have got very wet !,surprise
thank you thank you thank you mrs . tittlemouse !,joy
he sat and smiled and the water dripped off his coat tails .,joy
thank you thank you mrs . tittlemouse !,joy
thank you thank you thank you mrs . tittlemouse !,joy
now what i really really should like would be a little dish of honey !,joy
"i am afraid i have not got any mr . jackson ! "" said mrs . tittlemouse .",sadness
"tiddly widdly widdly mrs . tittlemouse ! "" said the smiling mr . jackson "" i can smell it; that is why i came to call .",joy
tiddly widdly widdly ?,surprise
no honey ?,surprise
no honey mrs . tittlemouse ?,surprise
tiddly widdly widdly mrs . tittlemouse; you seem to have plenty of visitors !,surprise
"and without any invitation ! "" said mrs . thomasina tittlemouse .",anger
i do not like bumble bees .,anger
"they are all over bristles "" said mr . jackson wiping his mouth with his coat sleeve .",anger
"get out you nasty old toad ! "" shrieked babbitty bumble .",anger
"i shall go distracted ! "" scolded mrs . tittlemouse .",anger
"but the untidiness was something dreadful "" never did i see such a mess smears of honey; and moss and thistledown and marks of big and little dirty feet all over my nice clean house !",anger
i will make it too small for mr . jackson !,anger
"will it ever be tidy again ? "" said poor mrs . tittlemouse .",anger
"he sat outside in the sun and said "" tiddly widdly widdly !",joy
your very good health mrs . tittlemouse !,joy
but mr . jeremy liked getting his feet wet; nobody ever scolded him and he never caught a cold !,joy
he was quite pleased when he looked out and saw large drops of rain splashing in the pond,joy
"this is getting tiresome i think i should like some lunch "" said mr . jeremy fisher .",anger
a minnow ! a minnow !,surprise
"i have him by the nose ! "" cried mr . jeremy fisher jerking up his rod .",surprise
but what a horrible surprise !,surprise
and a shoal of other little fishes put their heads out and laughed at mr . jeremy fisher .,joy
and while mr . jeremy sat disconsolately on the edge of his boat sucking his sore fingers and peering down into the water a much worse thing happened; a really frightful thing it would have been if mr . jeremy had not been wearing a mackintosh !,sadness
"a great big enormous trout came up ker pflop p p p ! with a splash and it seized mr . jeremy with a snap "" ow !",surprise
ow !,surprise
"ow ! "" and then it turned and dived down to the bottom of the pond !",surprise
but the trout was so displeased with the taste of the mackintosh that in less than half a minute it spat him out again; and the only thing it swallowed was mr . jeremy ' s galoshes .,anger
"what a mercy that was not a pike ! "" said mr . jeremy fisher .",joy
i have lost my rod and basket; but it does not much matter for i am sure i should never have dared to go fishing again !,surprise
the rabbits could not bear him; they could smell him half a mile off .,anger
he was friendly with old mr . bouncer; they agreed in disliking the wicked otters and mr . tod; they often talked over that painful subject .,anger
he complained bitterly about the scarcity of pheasants ' eggs and accused mr . tod of poaching them .,anger
"and the otters had cleared off all the frogs while he was asleep in winter "" i have not had a good square meal for a fort night i am living on pig nuts .",anger
"i shall have to turn vegetarian and eat my own tail ! "" said tommy brock .",anger
it was not much of a joke but it tickled old mr . bouncer; because tommy brock was so fat and stumpy and grinning .,joy
"so old mr . bouncer laughed; and pressed tommy brock to come inside to taste a slice of seed cake and "" a glass of my daughter flopsy ' s cowslip wine .",joy
then old mr . bouncer smoked another pipe and gave tommy brock a cabbage leaf cigar which was so very strong that it made tommy brock grin more than ever; and the smoke filled the burrow .,joy
old mr . bouncer coughed and laughed; and tommy brock puffed and grinned .,joy
and mr . bouncer laughed and coughed and shut his eyes because of the cabbage smoke . . . . . . . . . .,joy
he was in disgrace; flopsy wrung her ears and slapped him .,anger
benjamin bunny set off at once after tommy brock .,anger
other rabbits were coming out to enjoy the evening air .,joy
"peter rabbit peter rabbit ! "" shouted benjamin bunny .",surprise
