message,reaction
"""Thank you, thank you, thank you, Mrs. Tittlemouse!",joy
"Now what I really--REALLY should like-- would be a little dish of honey!""",joy
"""I am afraid I have not got any, Mr. Jackson!"" said Mrs. Tittlemouse.",sadness
"""Tiddly, widdly, widdly, Mrs. Tittlemouse!"" said the smiling Mr. Jackson, ""I can SMELL it; that is why I came to call.""",joy
"""Tiddly, widdly, widdly?",surprise
No honey?,surprise
"No honey, Mrs. Tittlemouse?""",surprise
"""Tiddly, widdly, widdly, Mrs. Tittlemouse; you seem to have plenty of visitors!""",surprise
"""And without any invitation!"" said Mrs. Thomasina Tittlemouse.",anger
"""I do not like bumble bees.",anger
"They are all over bristles,"" said Mr. Jackson, wiping his mouth with his coat sleeve.",anger
"""Get out, you nasty old toad!"" shrieked Babbitty Bumble.",anger
"""I shall go distracted!"" scolded Mrs. Tittlemouse.",anger
"But the untidiness was something dreadful--""Never did I see such a mess--smears of honey; and moss, and thistledown--and marks of big and little dirty feet-- all over my nice clean house!""",anger
"""I will make it too small for Mr. Jackson!""",anger
"""Will it ever be tidy again?"" said poor Mrs. Tittlemouse.",anger
"He sat outside in the sun, and said--""Tiddly, widdly, widdly!",joy
"Your very good health, Mrs. Tittlemouse!""",joy
"But Mr. Jeremy liked getting his feet wet; nobody ever scolded him, and he never caught a cold!",joy
"He was quite pleased when he looked out and saw large drops of rain, splashing in the pond--",joy
"""This is getting tiresome, I think I should like some lunch,"" said Mr. Jeremy Fisher.",anger
"""A minnow! a minnow!",surprise
"I have him by the nose!"" cried Mr. Jeremy Fisher, jerking up his rod.",surprise
But what a horrible surprise!,surprise
"And a shoal of other little fishes put their heads out, and laughed at Mr. Jeremy Fisher.",joy
"And while Mr. Jeremy sat disconsolately on the edge of his boat--sucking his sore fingers and peering down into the water--a MUCH worse thing happened; a really FRIGHTFUL thing it would have been, if Mr. Jeremy had not been wearing a mackintosh!",sadness
"A great big enormous trout came up--ker-pflop-p-p-p! with a splash-- and it seized Mr. Jeremy with a snap, ""Ow!",surprise
Ow!,surprise
"Ow!""--and then it turned and dived down to the bottom of the pond!",surprise
"But the trout was so displeased with the taste of the mackintosh, that in less than half a minute it spat him out again; and the only thing it swallowed was Mr. Jeremy's galoshes.",anger
"""What a mercy that was not a pike!"" said Mr. Jeremy Fisher.",joy
"""I have lost my rod and basket; but it does not much matter, for I am sure I should never have dared to go fishing again!""",surprise
The rabbits could not bear him; they could smell him half a mile off.,anger
He was friendly with old Mr. Bouncer; they agreed in disliking the wicked otters and Mr. Tod; they often talked over that painful subject.,anger
"He complained bitterly about the scarcity of pheasants' eggs, and accused Mr. Tod of poaching them.",anger
"And the otters had cleared off all the frogs while he was asleep in winter--""I have not had a good square meal for a fort- night, I am living on pig-nuts.",anger
"I shall have to turn vegetarian and eat my own tail!"" said Tommy Brock.",anger
"It was not much of a joke, but it tickled old Mr. Bouncer; because Tommy Brock was so fat and stumpy and grinning.",joy
"So old Mr. Bouncer laughed; and pressed Tommy Brock to come inside, to taste a slice of seed cake and ""a glass of my daughter Flopsy's cowslip wine.""",joy
"Then old Mr. Bouncer smoked another pipe, and gave Tommy Brock a cabbage leaf cigar which was so very strong that it made Tommy Brock grin more than ever; and the smoke filled the burrow.",joy
Old Mr. Bouncer coughed and laughed; and Tommy Brock puffed and grinned.,joy
"And Mr. Bouncer laughed and coughed, and shut his eyes because of the cabbage smoke ..........",joy
"He was in disgrace; Flopsy wrung her ears, and slapped him.",anger
Benjamin Bunny set off at once after Tommy Brock.,anger
Other rabbits were coming out to enjoy the evening air.,joy
"Peter Rabbit, Peter Rabbit!"" shouted Benjamin Bunny.",surprise
"The blue coated rabbit sat up with pricked ears--""Whatever is the matter, Cousin Benjamin?",surprise
"Is it a cat? or John Stoat Ferret?""",surprise
"""Tommy Brock? how many, Cousin Benjamin?""",surprise
"""My Uncle Bouncer has displayed a lamentable want of discretion for his years;"" said Peter reflectively, ""but there are two hopeful circumstances.",sadness
"""He must be very puffed; we are close behind him, by the scent.",surprise
"What a nasty person!"" said Peter.",anger
Benjamin sighed with relief.,joy
But there were preparations upon the kitchen table which made him shudder.,surprise
"What a dreadful place; I shall never see them again!"" sighed Benjamin.",sadness
"But alas, no little rabbit babies were to be seen!",sadness
And presently at the same moment Peter and Benjamin noticed that whenever they shook the window the little door opposite shook in answer.,surprise
The young family were alive; shut up in the oven!,surprise
"Benjamin was so excited that it was a mercy he did not awake Tommy Brock, whose snores continued solemnly in Mr. Tod's bed.",joy
"Again from the fields down below in the mist there came the angry cry of a jay, followed by the sharp yelping bark of a fox!",surprise
"Mr. Tod was coming up Bull Banks, and he was in the very worst of tempers.",anger
First he had been upset by breaking the plate.,anger
Then the midges had been very bad.,anger
"And he had failed to catch a hen pheasant on her nest; and it had contained only five eggs, two of them addled.",anger
Mr. Tod had had an unsatisfactory night.,anger
"As usual, when out of humor, he determined to move house.",anger
He made his way up the hill; his temper was not improved by noticing unmistakable marks of badger.,anger
Mr. Tod slapped his stick upon the earth and fumed; he guessed where Tommy Brock had gone to.,anger
He was further annoyed by the jay bird which followed him persistently.,anger
"Once when it flew screaming over his head Mr. Tod snapped at it, and barked.",anger
The sight that met Mr. Tod's eyes in Mr. Tod's kitchen made Mr. Tod furious.,anger
His whiskers bristled and his coat collar stood on end with rage.,anger
"When he was outside the house, he scratched up the earth with fury.",anger
He was an incurably indolent person; he was not in the least afraid of Mr. Tod; he was simply too lazy and comfortable to move.,anger
It creaked; he turned round with a jump.,surprise
"Tommy Brock opened both eyes, and looked at the rope and grinned.",joy
He was puzzled.,surprise
"""I will wake him up with an unpleasant surprise,"" said Mr. Tod.",joy
"The moment he had gone, Tommy Brock got up in a hurry; he rolled Mr. Tod's dressing-gown into a bundle, put it into the bed beneath the pail of water instead of himself, and left the room also-- grinning immensely.",joy
"At last the rope gave way with such a sudden jerk that it nearly pulled his teeth out, and quite knocked him over backwards.",surprise
"Mr. Tod was mystified; he sat quite still, and listened attentively.",surprise
"Yes--there was no doubt about it--it had turned out even better than he had planned; the pail had hit poor old Tommy Brock, and killed him dead!",joy
"""I will bury that nasty person in the hole which he has dug.",joy
I must have a disinfecting.,anger
He was quite dry himself and grinning; and he threw the cup of scalding tea all over Mr. Tod.,joy
"Then Mr. Tod rushed upon Tommy Brock, and Tommy Brock grappled with Mr. Tod amongst the broken crockery, and there was a terrific battle all over the kitchen.",anger
"When the kettle fell, Tommy Brock, who was still grinning, happened to be uppermost; and he rolled Mr. Tod over and over like a log, out at the door.",joy
"Then the snarling and worrying went on outside; and they rolled over the bank, and down hill, bumping over the rocks.",anger
There will never be any love lost between Tommy Brock and Mr. Tod.,anger
"""Now for it!",joy
"Run in, Cousin Benjamin!",joy
"Run in and get them! while I watch the door.""",joy
"At home in the rabbit hole, things had not been quite comfortable.",anger
"After quarreling at supper, Flopsy and old Mr. Bouncer had passed a sleepless night, and quarrelled again at breakfast.",anger
Old Mr. Bouncer could no longer deny that he had invited company into the rabbit hole; but he refused to reply to the questions and reproaches of Flopsy.,anger
